idade_solicitante,salario_solicitante,situacao_propriedade,tempo_trabalhado,motivo,pontuacao,valor_solicitado,taxa_juros,percentual_renda,flag_inadimplencia,anos_primeira_solicitacao,flag_inadimplencia_hist
"34,0","120000,0",Hipotecada,"0,0",Médico,A,"7100,0","8,9","0,06","0,0",8,0
"28,0","40000,0",Alugada,"2,0",Médico,B,"9000,0","12,53","0,23","0,0",5,0
"32,0","80000,0",Alugada,"1,0",Médico,C,"25000,0","12,87","0,31","1,0",9,0
"22,0","55000,0",Própria,"1,0",Empreendimento,B,"10000,0","10,99","0,18","0,0",3,0
"39,0","30400,0",Alugada,"2,0",Médico,D,"10000,0","15,7","0,33","1,0",15,1
"27,0","56253,0",Alugada,"11,0",Melhora do lar,B,"10000,0","11,36","0,18","0,0",10,0
"36,0","51000,0",Hipotecada,"2,0",Empreendimento,B,"1000,0","11,83","0,02","0,0",12,0
"29,0","97000,0",Hipotecada,"2,0",Empreendimento,C,"10000,0","12,23","0,1","0,0",5,1
"22,0","74004,0",Própria,"0,0",Médico,A,"3000,0","6,54","0,04","0,0",4,0
"32,0","61900,0",Alugada,"4,0",Melhora do lar,C,"1500,0","13,23","0,02","0,0",7,1
"24,0","72000,0",Alugada,"4,0",Pagamento de débitos,A,"4000,0","7,88","0,06","0,0",3,0
"22,0","40000,0",Alugada,"1,0",Pagamento de débitos,B,"17000,0","10,65","0,42","1,0",4,0
"22,0","36996,0",Alugada,"0,0",Médico,A,"5000,0","5,42","0,14","0,0",2,0
"30,0","105000,0",Própria,"14,0",Melhora do lar,B,"15400,0","11,36","0,15","0,0",8,0
"24,0","175000,0",Própria,"3,0",Empreendimento,B,"8000,0","11,14","0,05","0,0",4,0
"32,0","84996,0",Hipotecada,"5,0",Médico,B,"20000,0","8,88","0,24","0,0",5,0
"33,0","14400,0",Própria,"0,0",Empreendimento,C,"2000,0","14,79","0,14","0,0",8,0
"25,0","41000,0",Hipotecada,"9,0",Educativo,C,"5000,0","11,78","0,12","1,0",3,1
"21,0","31000,0",Hipotecada,"5,0",Educativo,A,"7500,0","5,42","0,24","0,0",4,0
"21,0","33996,0",Alugada,"3,0",Pessoal,B,"5000,0","9,25","0,15","1,0",3,0
"24,0","55008,0",Alugada,"6,0",Empreendimento,E,"10000,0","14,93","0,18","0,0",3,1
"22,0","24000,0",Alugada,"2,0",Melhora do lar,B,"6000,0","12,18","0,25","1,0",3,0
"30,0","100000,0",Alugada,"13,0",Pagamento de débitos,A,"12000,0","7,88","0,12","0,0",9,0
"32,0","84456,0",Alugada,"5,0",Pagamento de débitos,B,"10000,0","9,88","0,12","0,0",10,0
"30,0","11440,0",Própria,"3,0",Médico,C,"1750,0","12,73","0,15","0,0",5,1
"25,0","42000,0",Alugada,"3,0",Educativo,C,"10000,0","13,8","0,24","1,0",2,0
"36,0","50000,0",Alugada,"3,0",Empreendimento,B,"3000,0","11,26","0,06","0,0",11,0
"22,0","95000,0",Hipotecada,"3,0",Pessoal,A,"10000,0","9,07","0,11","0,0",3,0
"31,0","33600,0",Hipotecada,"15,0",Pessoal,A,"6500,0","7,14","0,19","0,0",8,0
"27,0","34000,0",Alugada,"0,0",Educativo,E,"15000,0","16,35","0,44","1,0",10,1
"26,0","63000,0",Hipotecada,"10,0",Melhora do lar,B,"10000,0","9,25","0,16","0,0",3,0
"25,0","76300,0",Hipotecada,"9,0",Melhora do lar,B,"3000,0","11,86","0,04","0,0",2,0
"24,0","66000,0",Alugada,"2,0",Pessoal,D,"18000,0","14,54","0,27","1,0",4,1
"25,0","41000,0",Alugada,"3,0",Pessoal,B,"8000,0","10,99","0,2","0,0",2,0
"24,0","77000,0",Alugada,"6,0",Médico,B,"12000,0","11,49","0,16","0,0",4,0
"23,0","85000,0",Alugada,"5,0",Pagamento de débitos,A,"10000,0","6,17","0,12","0,0",4,0
"29,0","52000,0",Alugada,"9,0",Pessoal,A,"10000,0","8,0","0,19","0,0",8,0
"25,0","82560,0",Alugada,"6,0",Pagamento de débitos,A,"4500,0","7,42","0,05","0,0",3,0
"32,0","72000,0",Alugada,"5,0",Empreendimento,B,"12000,0","10,62","0,17","0,0",5,0
"34,0","55000,0",Alugada,"0,0",Médico,B,"10000,0","9,51","0,18","0,0",5,0
"25,0","72500,0",Hipotecada,"3,0",Empreendimento,D,"16000,0","15,28","0,22","1,0",4,1
"33,0","35050,0",Hipotecada,"15,0",Médico,A,"8000,0","8,32","0,23","1,0",6,0
"28,0","25000,0",Alugada,"0,0",Melhora do lar,F,"5175,0","18,43","0,21","1,0",6,1
"36,0","103000,0",Alugada,"6,0",Empreendimento,C,"25000,0","12,53","0,24","1,0",15,1
"24,0","24000,0",Alugada,"8,0",Pagamento de débitos,B,"4750,0","10,62","0,2","0,0",3,0
"23,0","55000,0",Alugada,"7,0",Pessoal,C,"8200,0","13,11","0,15","0,0",3,1
"41,0","41004,0",Hipotecada,"4,0",Médico,B,"10000,0","11,99","0,24","0,0",14,0
"35,0","99800,0",Hipotecada,"9,0",Pessoal,A,"8000,0","7,14","0,08","0,0",9,0
"22,0","25000,0",Alugada,"0,0",Médico,C,"7000,0","12,87","0,28","0,0",2,1
"25,0","54000,0",Alugada,"5,0",Melhora do lar,D,"9600,0","15,62","0,18","1,0",2,0
"24,0","68900,0",Hipotecada,"2,0",Melhora do lar,B,"19500,0","11,83","0,28","0,0",2,0
"21,0","55000,0",Alugada,"3,0",Educativo,B,"4800,0","11,12","0,09","0,0",4,0
"37,0","44700,0",Alugada,"0,0",Pagamento de débitos,A,"9000,0","8,59","0,2","0,0",16,0
"22,0","40058,0",Hipotecada,"5,0",Empreendimento,B,"6000,0","9,91","0,15","0,0",2,0
"33,0","65000,0",Outros,"3,0",Pagamento de débitos,A,"3000,0","10,36","0,1","0,0",2,0
"21,0","66000,0",Hipotecada,"5,0",Médico,A,"18000,0","6,91","0,27","0,0",3,0
"23,0","59000,0",Hipotecada,"7,0",Educativo,A,"9000,0","8,49","0,15","0,0",4,0
"36,0","72000,0",Própria,"5,0",Empreendimento,B,"6000,0","11,36","0,08","0,0",17,0
"31,0","33600,0",Hipotecada,"1,0",Médico,B,"15250,0","12,53","0,45","0,0",8,0
"23,0","65000,0",Hipotecada,"4,0",Pagamento de débitos,A,"5400,0","8,9","0,08","0,0",3,0
"31,0","84000,0",Hipotecada,"12,0",Melhora do lar,A,"10000,0","5,99","0,12","0,0",8,0
"25,0","57000,0",Alugada,"1,0",Pessoal,B,"9500,0","12,53","0,17","0,0",2,0
"22,0","37000,0",Alugada,"2,0",Melhora do lar,D,"2500,0","17,49","0,07","1,0",3,0
"29,0","74000,0",Hipotecada,"3,0",Educativo,D,"3000,0","16,32","0,04","1,0",6,0
"28,0","26000,0",Própria,"3,0",Melhora do lar,A,"2500,0","7,49","0,1","0,0",8,0
"23,0","25000,0",Hipotecada,"0,0",Pessoal,C,"4750,0","13,57","0,19","0,0",2,0
"28,0","41500,0",Alugada,"3,0",Médico,D,"11000,0","15,33","0,27","1,0",5,1
"24,0","42000,0",Hipotecada,"8,0",Pessoal,D,"2500,0","15,28","0,06","0,0",2,1
"33,0","62000,0",Alugada,"4,0",Empreendimento,B,"8000,0","11,48","0,13","0,0",7,0
"23,0","73500,0",Alugada,"3,0",Pessoal,B,"15000,0","11,89","0,2","0,0",3,0
"23,0","48996,0",Hipotecada,"7,0",Educativo,C,"10525,0","13,61","0,21","0,0",2,0
"29,0","34000,0",Hipotecada,"0,0",Médico,D,"10200,0","17,27","0,3","1,0",5,1
"23,0","40000,0",Própria,"7,0",Médico,A,"5000,0","8,49","0,13","0,0",4,0
"22,0","120000,0",Hipotecada,"0,0",Educativo,D,"16800,0","15,62","0,14","0,0",4,0
"21,0","52000,0",Alugada,"0,0",Educativo,B,"9000,0","11,83","0,17","0,0",4,0
"21,0","48000,0",Alugada,"2,0",Educativo,B,"3000,0","9,76","0,06","0,0",4,0
"26,0","68000,0",Alugada,"3,0",Educativo,D,"10000,0","15,05","0,15","0,0",4,0
"22,0","75000,0",Alugada,"5,0",Empreendimento,B,"5000,0","11,49","0,07","0,0",3,0
"23,0","40992,0",Alugada,"7,0",Educativo,B,"5000,0","10,99","0,12","0,0",2,0
"30,0","182004,0",Hipotecada,"2,0",Pessoal,A,"7200,0","6,62","0,04","0,0",5,0
"24,0","33000,0",Hipotecada,"3,0",Empreendimento,C,"4000,0","13,04","0,12","0,0",4,0
"22,0","96000,0",Alugada,"6,0",Pessoal,B,"17000,0","11,48","0,18","0,0",2,0
"31,0","100000,0",Hipotecada,"6,0",Melhora do lar,C,"13000,0","12,61","0,13","0,0",7,0
"26,0","72000,0",Hipotecada,"10,0",Educativo,A,"4000,0","9,32","0,06","0,0",4,0
"23,0","21600,0",Alugada,"2,0",Médico,D,"6000,0","14,42","0,28","1,0",4,0
"27,0","15600,0",Alugada,"11,0",Melhora do lar,B,"2800,0","10,65","0,18","1,0",5,0
"24,0","60000,0",Alugada,"4,0",Empreendimento,A,"15000,0","6,17","0,25","0,0",3,0
"22,0","41000,0",Hipotecada,"6,0",Melhora do lar,A,"7000,0","7,9","0,17","1,0",2,0
"28,0","60000,0",Alugada,"2,0",Pagamento de débitos,B,"3000,0","11,49","0,05","0,0",5,0
"36,0","51000,0",Hipotecada,"4,0",Educativo,B,"4775,0","11,14","0,09","0,0",11,0
"29,0","92250,0",Alugada,"2,0",Médico,B,"13000,0","10,99","0,14","0,0",9,0
"29,0","100000,0",Hipotecada,"3,0",Pagamento de débitos,A,"4800,0","5,79","0,05","0,0",9,0
"27,0","78500,0",Alugada,"6,0",Educativo,A,"8000,0","8,59","0,1","0,0",8,0
"23,0","97000,0",Alugada,"7,0",Educativo,C,"10000,0","13,99","0,1","0,0",3,0
"23,0","60228,0",Alugada,"7,0",Médico,C,"8000,0","12,98","0,13","0,0",2,1
"24,0","21000,0",Alugada,"0,0",Pagamento de débitos,C,"4000,0","13,43","0,19","0,0",4,0
"22,0","32400,0",Alugada,"2,0",Médico,D,"10400,0","14,84","0,32","1,0",2,0
"23,0","34255,0",Alugada,"7,0",Empreendimento,G,"6000,0","22,11","0,18","1,0",3,1
"22,0","41838,0",Alugada,"0,0",Pessoal,D,"6600,0","16,89","0,16","1,0",3,0
"28,0","68666,0",Alugada,"7,0",Pagamento de débitos,B,"21000,0","12,69","0,31","1,0",8,0
"26,0","90000,0",Alugada,"0,0",Médico,A,"12000,0","9,38","0,13","0,0",3,0
"26,0","90000,0",Hipotecada,"0,0",Educativo,B,"6000,0","9,91","0,07","0,0",3,0
"53,0","85000,0",Alugada,"2,0",Pessoal,A,"8000,0","7,74","0,09","0,0",26,0
"25,0","70550,0",Alugada,"6,0",Médico,E,"10000,0","16,77","0,12","1,0",3,0
"28,0","19992,0",Alugada,"12,0",Educativo,A,"3000,0","7,14","0,15","1,0",9,0
"22,0","33600,0",Alugada,"5,0",Pessoal,B,"12000,0","9,91","0,36","1,0",4,0
"33,0","51000,0",Hipotecada,"12,0",Médico,A,"7200,0","6,76","0,14","0,0",5,0
"22,0","83000,0",Própria,"6,0",Educativo,D,"25000,0","15,95","0,3","0,0",2,0
"29,0","61200,0",Hipotecada,"2,0",Médico,F,"15000,0","17,58","0,21","1,0",5,0
"24,0","50000,0",Alugada,"1,0",Melhora do lar,A,"12000,0","7,51","0,24","0,0",4,0
"41,0","480000,0",Hipotecada,"3,0",Pagamento de débitos,A,"16000,0","7,9","0,03","0,0",17,0
"24,0","140000,0",Hipotecada,"3,0",Pessoal,A,"4475,0","7,49","0,03","0,0",4,0
"24,0","116300,0",Alugada,"6,0",Melhora do lar,D,"5000,0","14,96","0,04","0,0",4,1
"24,0","87700,0",Hipotecada,"8,0",Melhora do lar,B,"25000,0","10,25","0,29","0,0",4,0
"22,0","68400,0",Hipotecada,"0,0",Pagamento de débitos,D,"10000,0","15,95","0,15","1,0",4,0
"27,0","104000,0",Hipotecada,"11,0",Médico,B,"10000,0","10,65","0,1","0,0",7,0
"23,0","78885,0",Própria,"2,0",Empreendimento,B,"20000,0","12,42","0,25","0,0",3,0
"23,0","18600,0",Alugada,"2,0",Pagamento de débitos,B,"1700,0","9,99","0,09","0,0",3,0
"21,0","26400,0",Alugada,"5,0",Pessoal,C,"4750,0","12,23","0,18","0,0",3,0
"25,0","47052,0",Alugada,"5,0",Educativo,B,"21250,0","10,99","0,45","1,0",2,0
"29,0","62200,0",Alugada,"3,0",Pessoal,E,"12000,0","19,03","0,19","0,0",6,0
"25,0","62400,0",Hipotecada,"4,0",Melhora do lar,B,"2000,0","10,99","0,03","0,0",4,0
"23,0","47000,0",Própria,"4,0",Médico,A,"7000,0","7,51","0,15","0,0",3,0
"27,0","10000,0",Alugada,"2,0",Empreendimento,D,"1200,0","14,11","0,12","1,0",6,1
"43,0","50000,0",Alugada,"3,0",Melhora do lar,C,"8000,0","12,84","0,16","0,0",17,1
"20,0","85920,0",Hipotecada,"3,0",Pagamento de débitos,A,"12000,0","8,49","0,14","0,0",2,0
"22,0","14400,0",Alugada,"0,0",Melhora do lar,D,"2100,0","14,83","0,15","1,0",3,0
"30,0","150000,0",Alugada,"3,0",Pessoal,E,"25000,0","17,56","0,17","0,0",5,0
"31,0","96000,0",Própria,"3,0",Pessoal,B,"10000,0","9,99","0,1","0,0",6,0
"28,0","35000,0",Alugada,"2,0",Médico,A,"7200,0","7,66","0,21","0,0",6,0
"23,0","160000,0",Hipotecada,"7,0",Pagamento de débitos,A,"15000,0","7,91","0,09","0,0",4,0
"43,0","72800,0",Hipotecada,"7,0",Melhora do lar,C,"20000,0","12,84","0,27","0,0",12,1
"25,0","98000,0",Alugada,"9,0",Pagamento de débitos,B,"10000,0","12,69","0,1","0,0",4,0
"23,0","115000,0",Hipotecada,"3,0",Educativo,B,"10000,0","10,59","0,09","0,0",2,0
"26,0","95000,0",Hipotecada,"10,0",Pessoal,A,"6600,0","7,51","0,07","0,0",4,0
"26,0","76800,0",Hipotecada,"2,0",Empreendimento,A,"12800,0","6,92","0,17","0,0",3,0
"32,0","65000,0",Própria,"3,0",Educativo,C,"12000,0","13,35","0,18","0,0",10,0
"29,0","63000,0",Alugada,"13,0",Médico,A,"10000,0","7,49","0,16","0,0",5,0
"22,0","52000,0",Hipotecada,"6,0",Pessoal,D,"10000,0","13,87","0,19","1,0",4,1
"40,0","54000,0",Hipotecada,"19,0",Pessoal,A,"5000,0","5,42","0,09","0,0",13,0
"22,0","60000,0",Outros,"0,0",Médico,B,"10625,0","6,92","0,35","1,0",2,1
"33,0","28800,0",Alugada,"5,0",Médico,B,"4000,0","9,88","0,14","0,0",5,0
"30,0","155000,0",Alugada,"9,0",Pagamento de débitos,A,"6000,0","7,14","0,04","0,0",10,0
"36,0","63177,0",Hipotecada,"3,0",Médico,A,"6250,0","7,49","0,1","0,0",12,0
"24,0","80000,0",Hipotecada,"8,0",Melhora do lar,A,"5550,0","8,49","0,07","0,0",2,0
"25,0","54000,0",Alugada,"2,0",Pessoal,B,"10000,0","11,46","0,19","0,0",4,0
"35,0","43000,0",Alugada,"19,0",Médico,C,"1200,0","13,8","0,03","0,0",7,0
"52,0","33996,0",Alugada,"5,0",Médico,B,"8000,0","9,25","0,24","0,0",25,0
"25,0","40000,0",Alugada,"9,0",Pessoal,B,"13000,0","10,99","0,33","1,0",3,0
"23,0","30996,0",Própria,"2,0",Empreendimento,B,"5000,0","11,86","0,16","0,0",2,0
"28,0","30000,0",Alugada,"2,0",Pagamento de débitos,A,"12000,0","5,42","0,4","1,0",6,0
"24,0","47000,0",Própria,"1,0",Pessoal,B,"6000,0","11,11","0,13","0,0",4,0
"29,0","35000,0",Alugada,"2,0",Educativo,A,"3600,0","8,94","0,1","0,0",10,0
"26,0","32400,0",Alugada,"10,0",Educativo,A,"14000,0","7,51","0,43","1,0",4,0
"25,0","22260,0",Hipotecada,"9,0",Pessoal,A,"6400,0","7,88","0,29","0,0",4,0
"23,0","57600,0",Alugada,"5,0",Médico,C,"7500,0","13,85","0,13","0,0",3,0
"30,0","64600,0",Alugada,"0,0",Médico,A,"21500,0","6,91","0,28","1,0",10,0
"25,0","25000,0",Alugada,"5,0",Melhora do lar,B,"3450,0","11,99","0,14","1,0",4,0
"23,0","75000,0",Própria,"0,0",Educativo,C,"5000,0","14,65","0,07","0,0",4,0
"21,0","26400,0",Alugada,"5,0",Pessoal,C,"4750,0","12,23","0,18","0,0",3,0
"27,0","36000,0",Alugada,"11,0",Empreendimento,A,"4500,0","7,49","0,13","0,0",5,0
"34,0","79000,0",Hipotecada,"1,0",Pessoal,A,"4800,0","9,32","0,06","0,0",6,0
"36,0","54000,0",Alugada,"2,0",Melhora do lar,C,"2225,0","10,59","0,04","1,0",14,0
"24,0","105804,0",Hipotecada,"8,0",Educativo,A,"15000,0","7,49","0,14","0,0",2,0
"42,0","80000,0",Hipotecada,"8,0",Pessoal,B,"5000,0","11,99","0,06","0,0",17,0
"54,0","107000,0",Alugada,"27,0",Empreendimento,B,"10000,0","9,91","0,09","0,0",20,0
"22,0","50004,0",Hipotecada,"0,0",Educativo,A,"12000,0","7,37","0,24","0,0",2,0
"24,0","90000,0",Hipotecada,"0,0",Médico,B,"13000,0","12,42","0,14","0,0",3,0
"28,0","15000,0",Alugada,"1,0",Pessoal,A,"5000,0","7,4","0,33","1,0",9,0
"27,0","45000,0",Hipotecada,"7,0",Pessoal,A,"12000,0","6,91","0,27","0,0",8,0
"24,0","120000,0",Própria,"8,0",Melhora do lar,C,"21000,0","14,26","0,17","0,0",2,1
"35,0","100596,0",Hipotecada,"2,0",Pessoal,B,"25000,0","10,59","0,25","0,0",8,0
"44,0","49510,0",Hipotecada,"5,0",Melhora do lar,B,"4000,0","10,62","0,08","0,0",14,0
"26,0","61000,0",Hipotecada,"5,0",Empreendimento,B,"19200,0","11,48","0,31","0,0",3,0
"32,0","188000,0",Alugada,"14,0",Pagamento de débitos,B,"25000,0","10,62","0,13","1,0",5,0
"29,0","228000,0",Hipotecada,"11,0",Pagamento de débitos,D,"35000,0","14,91","0,15","1,0",8,0
"24,0","36000,0",Hipotecada,"3,0",Melhora do lar,A,"6400,0","9,38","0,18","0,0",4,0
"22,0","125004,0",Hipotecada,"6,0",Educativo,A,"30000,0","7,9","0,24","0,0",2,0
"25,0","40800,0",Própria,"5,0",Melhora do lar,E,"7000,0","19,03","0,17","1,0",4,0
"24,0","62400,0",Alugada,"8,0",Melhora do lar,B,"20000,0","11,12","0,32","1,0",2,0
"50,0","102031,0",Hipotecada,"9,0",Melhora do lar,D,"12000,0","14,96","0,12","0,0",11,1
"38,0","81000,0",Alugada,"7,0",Pagamento de débitos,B,"18000,0","10,59","0,22","0,0",16,0
"24,0","70000,0",Alugada,"8,0",Empreendimento,A,"7125,0","6,92","0,1","0,0",2,0
"36,0","69000,0",Alugada,"0,0",Médico,B,"15600,0","10,99","0,23","0,0",12,0
"29,0","62000,0",Hipotecada,"5,0",Pagamento de débitos,A,"10000,0","5,99","0,16","0,0",8,0
"24,0","38000,0",Alugada,"2,0",Educativo,C,"3000,0","13,06","0,08","0,0",4,0
"25,0","69000,0",Alugada,"5,0",Melhora do lar,A,"8500,0","6,92","0,12","1,0",4,0
"31,0","67000,0",Alugada,"0,0",Médico,C,"13000,0","13,06","0,19","0,0",10,0
"21,0","36000,0",Hipotecada,"5,0",Médico,B,"1000,0","12,42","0,03","0,0",2,0
"42,0","160000,0",Alugada,"6,0",Empreendimento,B,"6000,0","10,65","0,04","0,0",17,0
"28,0","42328,0",Alugada,"5,0",Médico,A,"6000,0","8,63","0,14","0,0",7,0
"28,0","140000,0",Hipotecada,"4,0",Melhora do lar,C,"18000,0","14,65","0,13","0,0",7,1
"25,0","42996,0",Própria,"1,0",Empreendimento,D,"7200,0","14,11","0,17","0,0",4,0
"43,0","54000,0",Alugada,"0,0",Educativo,A,"8725,0","7,29","0,16","0,0",14,0
"24,0","75000,0",Própria,"2,0",Pessoal,B,"8500,0","11,36","0,11","0,0",4,0
"30,0","85000,0",Alugada,"5,0",Empreendimento,D,"5000,0","15,05","0,06","0,0",9,0
"36,0","34000,0",Hipotecada,"2,0",Empreendimento,B,"5000,0","10,65","0,15","0,0",11,0
"24,0","60000,0",Alugada,"1,0",Pessoal,A,"13200,0","6,62","0,22","0,0",4,0
"22,0","34977,0",Hipotecada,"5,0",Pessoal,D,"13000,0","16,0","0,37","0,0",2,0
"44,0","24300,0",Alugada,"0,0",Empreendimento,D,"9750,0","16,77","0,4","1,0",15,0
"24,0","29000,0",Alugada,"0,0",Pagamento de débitos,B,"6250,0","10,99","0,22","0,0",2,0
"24,0","44000,0",Alugada,"1,0",Médico,A,"3200,0","8,0","0,07","0,0",2,0
"21,0","111000,0",Hipotecada,"4,0",Empreendimento,A,"28000,0","7,49","0,25","0,0",2,0
"29,0","59000,0",Alugada,"4,0",Empreendimento,G,"20000,0","20,17","0,34","1,0",5,1
"26,0","30000,0",Alugada,"0,0",Educativo,B,"8000,0","9,91","0,27","1,0",2,0
"28,0","150000,0",Hipotecada,"12,0",Melhora do lar,B,"15000,0","11,89","0,1","0,0",9,0
"22,0","21000,0",Alugada,"4,0",Educativo,C,"10000,0","13,72","0,48","1,0",2,1
"24,0","120000,0",Alugada,"1,0",Empreendimento,B,"24000,0","12,69","0,2","0,0",4,0
"24,0","18500,0",Hipotecada,"8,0",Pessoal,A,"5000,0","9,32","0,27","1,0",3,0
"35,0","130000,0",Alugada,"17,0",Educativo,B,"12000,0","10,75","0,09","0,0",6,0
"24,0","78000,0",Hipotecada,"8,0",Melhora do lar,B,"9800,0","10,99","0,13","0,0",3,0
"26,0","24000,0",Hipotecada,"5,0",Pessoal,B,"8000,0","9,76","0,33","0,0",3,0
"34,0","29004,0",Alugada,"9,0",Educativo,B,"10000,0","11,83","0,34","1,0",5,0
"29,0","14573,0",Alugada,"6,0",Melhora do lar,B,"5000,0","12,18","0,34","1,0",5,0
"34,0","122400,0",Hipotecada,"5,0",Médico,B,"6800,0","10,65","0,06","0,0",10,0
"25,0","144996,0",Hipotecada,"2,0",Educativo,E,"25000,0","16,35","0,17","0,0",2,1
"27,0","21112,0",Alugada,"0,0",Pessoal,D,"3600,0","15,99","0,17","1,0",10,1
"40,0","233000,0",Hipotecada,"6,0",Médico,B,"15000,0","11,83","0,06","0,0",15,0
"23,0","46300,0",Alugada,"0,0",Pessoal,A,"1675,0","6,54","0,04","0,0",3,0
"40,0","35827,0",Alugada,"13,0",Médico,B,"5000,0","10,75","0,14","0,0",16,0
"23,0","63000,0",Hipotecada,"8,0",Educativo,A,"7300,0","7,49","0,12","0,0",2,0
"24,0","38400,0",Alugada,"9,0",Pagamento de débitos,B,"10000,0","10,38","0,26","0,0",3,0
"28,0","75000,0",Alugada,"0,0",Educativo,A,"12000,0","6,03","0,16","0,0",6,0
"24,0","48442,0",Hipotecada,"8,0",Pagamento de débitos,D,"9800,0","15,7","0,2","1,0",2,0
"23,0","50000,0",Alugada,"0,0",Médico,C,"5600,0","11,03","0,11","0,0",4,1
"24,0","71000,0",Hipotecada,"8,0",Educativo,B,"3500,0","11,49","0,05","0,0",2,0
"26,0","71000,0",Hipotecada,"10,0",Melhora do lar,D,"6000,0","15,62","0,08","0,0",3,0
"24,0","23000,0",Alugada,"4,0",Empreendimento,A,"5500,0","6,54","0,24","0,0",3,0
"33,0","30000,0",Alugada,"11,0",Médico,A,"2000,0","7,29","0,07","0,0",5,0
"40,0","71000,0",Hipotecada,"5,0",Educativo,E,"7000,0","15,38","0,1","0,0",12,1
"24,0","80000,0",Hipotecada,"0,0",Pessoal,A,"6000,0","8,59","0,07","0,0",2,0
"34,0","68000,0",Alugada,"5,0",Melhora do lar,A,"14400,0","8,59","0,21","0,0",5,0
"31,0","36000,0",Alugada,"4,0",Médico,B,"8000,0","10,65","0,22","0,0",6,0
"28,0","40000,0",Hipotecada,"12,0",Melhora do lar,A,"11200,0","5,42","0,28","0,0",9,0
"23,0","82000,0",Alugada,"2,0",Pessoal,B,"20900,0","12,69","0,25","0,0",2,0
"24,0","30000,0",Alugada,"2,0",Pagamento de débitos,C,"1500,0","14,22","0,05","0,0",4,1
"22,0","58000,0",Alugada,"2,0",Pessoal,A,"6000,0","6,92","0,1","0,0",4,0
"23,0","83236,0",Alugada,"6,0",Educativo,A,"7000,0","6,92","0,08","0,0",2,0
"29,0","92000,0",Hipotecada,"2,0",Educativo,E,"25000,0","19,42","0,27","0,0",8,0
"44,0","140000,0",Própria,"14,0",Médico,B,"21500,0","11,83","0,15","0,0",11,0
"26,0","35000,0",Hipotecada,"10,0",Melhora do lar,B,"2500,0","9,25","0,07","0,0",3,0
"25,0","70000,0",Alugada,"5,0",Melhora do lar,A,"6800,0","5,42","0,1","0,0",2,0
"23,0","37500,0",Alugada,"2,0",Pagamento de débitos,C,"8000,0","14,26","0,21","0,0",4,0
"28,0","266000,0",Hipotecada,"12,0",Pessoal,A,"9000,0","5,42","0,03","0,0",10,0
"41,0","73000,0",Alugada,"0,0",Educativo,D,"8550,0","14,3","0,12","1,0",16,0
"38,0","65000,0",Hipotecada,"5,0",Educativo,B,"15000,0","10,36","0,23","0,0",17,0
"30,0","56030,0",Hipotecada,"14,0",Pessoal,B,"13000,0","11,89","0,23","0,0",7,0
"26,0","65000,0",Alugada,"3,0",Médico,A,"2000,0","7,51","0,03","0,0",2,0
"30,0","148000,0",Alugada,"8,0",Empreendimento,D,"10000,0","13,55","0,07","0,0",9,0
"31,0","24000,0",Alugada,"0,0",Pessoal,D,"4400,0","15,62","0,18","1,0",6,0
"25,0","174000,0",Hipotecada,"2,0",Educativo,C,"8800,0","14,27","0,05","0,0",4,0
"35,0","75000,0",Hipotecada,"5,0",Pessoal,B,"5000,0","8,7","0,07","0,0",9,0
"27,0","24000,0",Alugada,"2,0",Médico,B,"2500,0","10,65","0,1","0,0",9,0
"39,0","48840,0",Hipotecada,"5,0",Pessoal,B,"15000,0","9,88","0,31","0,0",15,0
"24,0","34400,0",Alugada,"8,0",Pagamento de débitos,D,"14000,0","16,0","0,41","1,0",3,1
"27,0","48000,0",Alugada,"4,0",Pagamento de débitos,B,"4200,0","10,74","0,09","0,0",5,0
"24,0","90000,0",Alugada,"3,0",Melhora do lar,B,"15000,0","11,86","0,17","0,0",2,0
"22,0","19200,0",Alugada,"3,0",Médico,C,"2850,0","15,27","0,15","0,0",4,1
"23,0","39600,0",Hipotecada,"7,0",Médico,A,"6000,0","7,88","0,15","0,0",3,0
"22,0","85000,0",Hipotecada,"0,0",Empreendimento,A,"12800,0","6,54","0,15","0,0",3,0
"36,0","33600,0",Alugada,"3,0",Educativo,B,"12000,0","11,36","0,36","1,0",13,0
"27,0","144000,0",Hipotecada,"4,0",Pagamento de débitos,C,"21000,0","13,57","0,15","0,0",8,1
"23,0","39000,0",Hipotecada,"0,0",Médico,D,"8000,0","14,11","0,21","1,0",3,0
"23,0","39000,0",Alugada,"1,0",Educativo,B,"15000,0","12,21","0,38","1,0",4,0
"25,0","99600,0",Hipotecada,"1,0",Melhora do lar,B,"12800,0","12,42","0,13","0,0",4,0
"24,0","96000,0",Hipotecada,"7,0",Pessoal,C,"6000,0","13,92","0,06","0,0",3,0
"22,0","36000,0",Alugada,"1,0",Educativo,A,"1000,0","8,59","0,03","0,0",4,0
"30,0","66996,0",Alugada,"0,0",Educativo,C,"14000,0","12,84","0,21","0,0",8,0
"53,0","46000,0",Própria,"9,0",Pessoal,B,"4925,0","11,71","0,11","0,0",23,0
"23,0","54000,0",Alugada,"3,0",Pagamento de débitos,A,"6250,0","6,99","0,12","0,0",3,0
"23,0","100000,0",Hipotecada,"7,0",Pessoal,C,"5400,0","12,23","0,05","0,0",2,1
"33,0","43000,0",Alugada,"2,0",Educativo,A,"7000,0","7,88","0,16","0,0",6,0
